participantId,CalenderUse,SumTotalCalendarInteractions,CalendaringGoal,TodayPageUse-Friday,SumTotalEventInteractions,TodayPageGoal-Friday,TodayPageUse-Wednesday,TodayPageUse-Thursday,TodayPageGoal-Sunday,LTGFolderUse,TodayPageUse-Monday,TodayPageGoal-Tuesday,FZGoal,TodayPageGoal-Saturday,TodayPageUse-Tuesday,LTGGoal,TodayPageUse-Sunday,TodayPageUse-Saturday,TodayPageGoal-Wednesday,SumTotalFZNoteInteractions,SumTotalLTGNoteInteractions,TodayPageGoal-Monday,FZFolderUse,TodayPageGoal-Thursday
48,0.14285714285714285,0.14285714285714285,0.25,3,0.42857142857142855,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
