interactionId,participantId,elementId,timestamp_local,timestamp_utcoffset,interaction,token,type,source
15507,137,69,"2021-11-03 16:32:21",-0700,tap,,,
15511,137,69,"2021-11-03 16:32:21",-0700,tap,,,
15515,137,3,"2021-11-03 16:32:24",-0700,present,,,
15516,137,3,"2021-11-03 16:32:25",-0700,present,,,
15517,137,3,"2021-11-03 16:32:26",-0700,present,,,
15518,137,3,"2021-11-03 16:32:26",-0700,present,,,
15586,137,4,"2021-11-03 16:35:42",-0700,present,,,
15587,137,9,"2021-11-03 16:35:42",-0700,tap,,,
15637,137,201,"2021-11-03 16:36:17",-0700,tap,,,
15664,137,11,"2021-11-03 16:36:49",-0700,tap,,,
15666,137,6,"2021-11-03 16:36:49",-0700,present,,,
15723,137,8,"2021-11-03 16:38:39",-0700,tap,,,
15724,137,3,"2021-11-03 16:38:39",-0700,present,,,
15727,137,12,"2021-11-03 16:38:45",-0700,tap,,,
15728,137,7,"2021-11-03 16:38:45",-0700,present,,,
28256,137,308,"2021-11-10 15:26:49",-0800,tap,,,
28257,137,30,"2021-11-10 15:26:50",-0800,tap,,,
28260,137,8,"2021-11-10 15:26:55",-0800,tap,,,
28261,137,3,"2021-11-10 15:26:55",-0800,present,,,
28269,137,78,"2021-11-10 14:04:10",-0800,present,,,
28281,137,80,"2021-11-10 14:04:13",-0800,tap,,,
28290,137,36,"2021-11-10 14:04:24",-0800,tap,,,
28305,137,308,"2021-11-10 14:04:30",-0800,tap,,,
28328,137,13,"2021-11-10 15:31:03",-0800,tap,,,
28332,137,30,"2021-11-10 14:04:34",-0800,tap,,,
28381,137,13,"2021-11-10 14:04:48",-0800,tap,,,
28393,137,238,"2021-11-10 15:32:39",-0800,tap,,,
28396,137,90,"2021-11-10 15:32:39",-0800,present,,,
28407,137,215,"2021-11-10 15:32:44",-0800,tap,,,
28429,137,92,"2021-11-10 15:32:59",-0800,tap,,,
28431,137,49,"2021-11-10 15:33:00",-0800,present,,,
28433,137,50,"2021-11-10 15:33:02",-0800,tap,,,
28436,137,237,"2021-11-10 15:33:07",-0800,tap,,,
28444,137,238,"2021-11-10 14:04:52",-0800,tap,,,
28483,137,333,"2021-11-10 15:34:14",-0800,tap,,,
28493,137,90,"2021-11-10 14:04:52",-0800,present,,,
28521,137,214,"2021-11-10 14:04:53",-0800,tap,,,
28530,137,42,"2021-11-10 15:35:45",-0800,tap,,,
28531,137,7,"2021-11-10 15:35:45",-0800,present,,,
28535,137,36,"2021-11-10 15:35:48",-0800,tap,,,
28536,137,308,"2021-11-10 15:35:51",-0800,tap,,,
28539,137,33,"2021-11-10 15:35:56",-0800,tap,,,
28542,137,308,"2021-11-10 15:35:59",-0800,tap,,,
28543,137,30,"2021-11-10 15:36:05",-0800,tap,,,
28548,137,44,"2021-11-10 15:36:30",-0800,tap,,,
28551,137,92,"2021-11-10 14:04:58",-0800,tap,,,
28552,137,45,"2021-11-10 15:36:30",-0800,present,,,
28554,137,46,"2021-11-10 15:36:32",-0800,tap,,,
28565,137,43,"2021-11-10 15:36:46",-0800,tap,,,
28566,137,87,"2021-11-10 15:36:46",-0800,present,,,
28569,137,89,"2021-11-10 15:36:49",-0800,tap,,,
28592,137,14,"2021-11-10 15:37:21",-0800,tap,,,
28600,137,239,"2021-11-10 14:05:02",-0800,tap,,,
28618,137,102,"2021-11-10 15:38:18",-0800,tap,,,
28634,137,90,"2021-11-10 14:05:02",-0800,present,,,
28656,137,384,"2021-11-10 15:39:05",-0800,tap,,,
28681,137,104,"2021-11-10 15:39:26",-0800,tap,,,
28690,137,214,"2021-11-10 14:05:07",-0800,tap,,,
28696,137,342,"2021-11-10 15:39:49",-0800,tap,,,
28699,137,340,"2021-11-10 15:39:50",-0800,tap,,,
28728,137,215,"2021-11-10 14:05:08",-0800,tap,,,
28737,137,335,"2021-11-10 15:40:46",-0800,tap,,,
28763,137,44,"2021-11-10 15:41:04",-0800,tap,,,
28765,137,97,"2021-11-10 15:41:04",-0800,present,,,
28769,137,98,"2021-11-10 15:41:07",-0800,tap,,,
28789,137,92,"2021-11-10 14:05:10",-0800,tap,,,
28791,137,42,"2021-11-10 15:41:30",-0800,tap,,,
28792,137,7,"2021-11-10 15:41:30",-0800,present,,,
28793,137,30,"2021-11-10 15:41:33",-0800,tap,,,
28794,137,44,"2021-11-10 15:41:35",-0800,tap,,,
28795,137,97,"2021-11-10 15:41:35",-0800,present,,,
28797,137,100,"2021-11-10 15:41:38",-0800,tap,,,
28815,137,9,"2021-11-10 15:41:44",-0800,tap,,,
28816,137,4,"2021-11-10 15:41:44",-0800,present,,,
28859,137,333,"2021-11-10 14:05:28",-0800,tap,,,
28899,137,334,"2021-11-10 14:05:43",-0800,tap,,,
28906,137,8,"2021-11-10 15:43:44",-0800,tap,,,
