interactionId,participantId,elementId,timestamp_local,timestamp_utcoffset,interaction,token,type,source
14198,97,69,"2021-11-02 10:44:38",-0700,tap,,,
14199,97,3,"2021-11-02 10:44:39",-0700,present,,,
14214,97,9,"2021-11-02 10:53:33",-0700,tap,,,
14215,97,4,"2021-11-02 10:53:33",-0700,present,,,
14216,97,201,"2021-11-02 10:53:35",-0700,tap,,,
14217,97,11,"2021-11-02 10:53:39",-0700,tap,,,
14218,97,6,"2021-11-02 10:53:39",-0700,present,,,
14219,97,8,"2021-11-02 10:53:41",-0700,tap,,,
14220,97,3,"2021-11-02 10:53:41",-0700,present,,,
14290,97,4,"2021-11-02 10:56:48",-0700,present,,,
14291,97,9,"2021-11-02 10:56:48",-0700,tap,,,
14331,97,19,"2021-11-02 10:57:16",-0700,tap,,,
14333,97,18,"2021-11-02 10:57:18",-0700,tap,,,
14340,97,3,"2021-11-02 10:57:33",-0700,present,,,
14341,97,20,"2021-11-02 10:57:33",-0700,tap,,,
14342,97,9,"2021-11-02 10:57:36",-0700,tap,,,
14343,97,4,"2021-11-02 10:57:36",-0700,present,,,
14352,97,201,"2021-11-02 10:57:45",-0700,tap,,,
14362,97,366,"2021-11-02 10:57:52",-0700,tap,,,
14363,97,263,"2021-11-02 10:57:55",-0700,tap,,,
14373,97,11,"2021-11-02 10:58:04",-0700,tap,,,
14377,97,6,"2021-11-02 10:58:04",-0700,present,,,
14404,97,12,"2021-11-02 10:58:22",-0700,tap,,,
14405,97,7,"2021-11-02 10:58:22",-0700,present,,,
19074,97,13,"2021-11-07 10:25:55",-0800,tap,,,
19075,97,238,"2021-11-07 10:26:02",-0800,tap,,,
19076,97,90,"2021-11-07 10:26:02",-0800,present,,,
19077,97,91,"2021-11-07 10:26:05",-0800,tap,,,
19078,97,43,"2021-11-07 10:26:08",-0800,tap,,,
20448,97,30,"2021-11-07 10:20:48",-0800,tap,,,
20449,97,9,"2021-11-09 10:04:45",-0800,tap,,,
20450,97,4,"2021-11-09 10:04:45",-0800,present,,,
20451,97,19,"2021-11-09 10:04:55",-0800,tap,,,
20453,97,8,"2021-11-07 10:20:50",-0800,tap,,,
20462,97,3,"2021-11-07 10:20:50",-0800,present,,,
20467,97,9,"2021-11-07 10:20:56",-0800,tap,,,
20470,97,4,"2021-11-07 10:20:56",-0800,present,,,
20473,97,201,"2021-11-07 10:20:59",-0800,tap,,,
20476,97,366,"2021-11-07 10:21:02",-0800,tap,,,
20478,97,257,"2021-11-07 10:21:05",-0800,tap,,,
20480,97,257,"2021-11-07 10:21:14",-0800,tap,,,
20482,97,259,"2021-11-07 10:21:24",-0800,tap,,,
20484,97,260,"2021-11-07 10:21:29",-0800,tap,,,
20488,97,259,"2021-11-07 10:21:33",-0800,tap,,,
20492,97,263,"2021-11-07 10:21:36",-0800,tap,,,
20497,97,11,"2021-11-07 10:21:38",-0800,tap,,,
20499,97,6,"2021-11-07 10:21:38",-0800,present,,,
20501,97,12,"2021-11-07 10:21:42",-0800,tap,,,
20503,97,7,"2021-11-07 10:21:42",-0800,present,,,
20505,97,233,"2021-11-07 10:21:46",-0800,tap,,,
20507,97,308,"2021-11-07 10:21:49",-0800,tap,,,
20511,97,31,"2021-11-07 10:21:49",-0800,tap,,,
20531,97,308,"2021-11-07 10:22:06",-0800,tap,,,
20540,97,8,"2021-11-09 10:25:12",-0800,tap,,,
20541,97,3,"2021-11-09 10:25:12",-0800,present,,,
20546,97,232,"2021-11-07 10:22:08",-0800,tap,,,
20586,97,308,"2021-11-07 10:22:19",-0800,tap,,,
20620,97,233,"2021-11-07 10:22:21",-0800,tap,,,
20629,97,308,"2021-11-07 10:22:34",-0800,tap,,,
20694,97,13,"2021-11-09 10:29:21",-0800,tap,,,
20710,97,231,"2021-11-07 10:22:35",-0800,tap,,,
20730,97,238,"2021-11-09 10:29:44",-0800,tap,,,
20731,97,90,"2021-11-09 10:29:44",-0800,present,,,
20742,97,214,"2021-11-09 10:29:49",-0800,tap,,,
20746,97,215,"2021-11-09 10:29:51",-0800,tap,,,
20749,97,216,"2021-11-09 10:29:53",-0800,tap,,,
20753,97,92,"2021-11-09 10:29:54",-0800,tap,,,
20769,97,333,"2021-11-09 10:30:00",-0800,tap,,,
20802,97,334,"2021-11-09 10:30:26",-0800,tap,,,
20805,97,308,"2021-11-07 10:22:36",-0800,tap,,,
20810,97,335,"2021-11-09 10:30:36",-0800,tap,,,
20835,97,336,"2021-11-09 10:30:49",-0800,tap,,,
20836,97,335,"2021-11-09 10:30:50",-0800,tap,,,
20844,97,348,"2021-11-09 10:30:54",-0800,tap,,,
20852,97,263,"2021-11-09 10:30:58",-0800,tap,,,
20884,97,30,"2021-11-07 10:22:42",-0800,tap,,,
20984,97,8,"2021-11-07 10:22:46",-0800,tap,,,
20990,97,239,"2021-11-09 10:32:39",-0800,tap,,,
20992,97,90,"2021-11-09 10:32:39",-0800,present,,,
20996,97,92,"2021-11-09 10:32:42",-0800,tap,,,
21010,97,341,"2021-11-09 10:32:50",-0800,tap,,,
21049,97,44,"2021-11-09 10:33:18",-0800,tap,,,
21072,97,3,"2021-11-07 10:22:46",-0800,present,,,
21075,97,384,"2021-11-09 10:33:31",-0800,tap,,,
21086,97,102,"2021-11-09 10:33:37",-0800,tap,,,
21137,97,13,"2021-11-09 10:34:07",-0800,tap,,,
21143,97,238,"2021-11-09 10:34:10",-0800,tap,,,
21144,97,90,"2021-11-09 10:34:10",-0800,present,,,
21147,97,214,"2021-11-09 10:34:13",-0800,tap,,,
21149,97,215,"2021-11-09 10:34:14",-0800,tap,,,
21152,97,216,"2021-11-09 10:34:15",-0800,tap,,,
21157,97,92,"2021-11-09 10:34:16",-0800,tap,,,
21161,97,333,"2021-11-09 10:34:18",-0800,tap,,,
21167,97,334,"2021-11-09 10:34:23",-0800,tap,,,
21184,97,239,"2021-11-09 10:34:47",-0800,tap,,,
21185,97,90,"2021-11-09 10:34:47",-0800,present,,,
21186,97,214,"2021-11-09 10:34:49",-0800,tap,,,
21187,97,92,"2021-11-09 10:34:51",-0800,tap,,,
21192,97,335,"2021-11-09 10:34:58",-0800,tap,,,
21194,97,336,"2021-11-09 10:34:59",-0800,tap,,,
21200,97,337,"2021-11-09 10:35:03",-0800,tap,,,
21203,97,44,"2021-11-09 10:35:07",-0800,tap,,,
21222,97,384,"2021-11-09 10:35:19",-0800,tap,,,
21228,97,102,"2021-11-09 10:35:25",-0800,tap,,,
21229,97,384,"2021-11-09 10:35:28",-0800,tap,,,
21232,97,104,"2021-11-09 10:35:31",-0800,tap,,,
21234,97,334,"2021-11-09 10:35:32",-0800,tap,,,
21246,97,44,"2021-11-09 10:35:51",-0800,tap,,,
21271,97,13,"2021-11-09 10:36:11",-0800,tap,,,
21279,97,238,"2021-11-09 10:36:15",-0800,tap,,,
21280,97,90,"2021-11-09 10:36:15",-0800,present,,,
21288,97,214,"2021-11-09 10:36:19",-0800,tap,,,
21290,97,215,"2021-11-09 10:36:21",-0800,tap,,,
21291,97,216,"2021-11-09 10:36:22",-0800,tap,,,
21293,97,92,"2021-11-09 10:36:23",-0800,tap,,,
21296,97,333,"2021-11-09 10:36:25",-0800,tap,,,
21303,97,334,"2021-11-09 10:36:30",-0800,tap,,,
